Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of Period,Frequency of Comma,Frequency of Dash,Frequency of Single Quote,Frequency of Plus,Frequency of Back Slash,Frequency of Foreward Slash,Frequency of Exclaimation,Frequency of Question Mark,Frequency of Open Parenthesis,Frequency of Equal,Frequency of Star Symbol,Frequency of And Symbol,Frequency of Open Curly Brace,Frequency of Square Bracket,Frequency of Semicolon,Frequency of Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman�Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4
C:\Dev\fp\legitimate\enron_197186.txt,0,434,0.40553,245.517,0,295.253,0,866.724,0.898618,0,0,0,0.101382,4.58986,0.034562,0.230415,0.124424,0.152074,0.092166,0.14977,0.069124,0.076037,0.064516,0.002304,0,0.002304,0.002304,0,0,0,0.040096,0.022353,0.139535,0.517241,0.310345,0,0.137931,0.017241,0,0,0.017241,0.327189,0.039171,0.078341,0.105991,0,0,0,0,0.004608,0.009217,0.013825,0,0,0,0,0,0.011521,0.064516,0.073861,2.22222,0,0,0,0,0,0,0,6.47761,6.7699,39,0.552239,0.119403,0.089552,0.074627,0.044776,0.029851,0.014925,0.074627,3.42706,6.6188,352.2,0,0,0,0,0,0,0,0,0,0,0.006912,0.041475,0.099078,0.186636,0.046083,0.068182,804.25,0.006912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025346,0.039171,0.023041,0.138249,0.089862,0.059908,0.0553,0,0.002304,0,0,0,0,0.002304,0,0.002304,0.004608,0.006912,0.011521,0.009217,0.006912,0.048387,0.004608,0,0,0,0,0,0,0,0.002304,0,0,0.002304,0.002304,0,0.002304,0,0,0,0,0.029954,0,0.009217,0,0,0.004608,0,0,0,0.011521,0,0,0,0.034562,0,0,0,0.009217,0.009217,0.011521,0,0.032258,0.002304,0,0,0,0,0.032258,0.002304,0.002304,0,0,0.011521,0.009217,0,0.002304,0.06682,0.023041,0,0,0,0.004608,0.013825,0.002304,0,0.023041,0.036866,0,0,0.343318,0.043879,0.031188,0.232558,0.811321,0.169811,0,0,0.018868
C:\Dev\fp\legitimate\enron_198021.txt,0,99,0.808081,52.8048,0,70.4511,0,244.397,0.979798,0.010101,0,0,0.010101,5.30303,0.030303,0.171717,0.080808,0.191919,0.10101,0.131313,0.090909,0.070707,0.040404,0.030303,0.030303,0,0.020202,0,0,0.010101,0.148148,0.052378,0.222222,0,0,0,0,0,0,0,0,0.808081,0.111111,0.141414,0.242424,0,0.090909,0,0,0,0,0,0,0,0,0,0.020202,0.070707,0.131313,0.137589,3.9,2,13,0,0.01844,0,0,0,4.47619,4.48934,33.5714,0.666667,0.047619,0.047619,0.142857,0,0.047619,0,0.047619,5.78537,8.76905,-1,0,0,0,0,0,0,0,0,0,0,0.010101,0.010101,0.020202,0.020202,0.181818,0.2125,238.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030303,0,0.070707,0.020202,0.020202,0.010101,0,0.010101,0.030303,0,0,0.010101,0,0,0,0,0,0.010101,0.010101,0.010101,0,0,0.010101,0,0.040404,0,0,0.010101,0,0.010101,0.010101,0,0,0,0,0,0,0,0,0.010101,0.010101,0,0,0,0.030303,0,0,0,0,0,0,0,0,0.020202,0,0,0,0.010101,0.010101,0,0,0.010101,0,0,0,0,0,0.010101,0,0,0,0,0,0,0,0,0.030303,0,0,0,0,0,0,0,0,0.050505,0,0,0,0.717172,0.174603,0.054986,0.222222,0,0,0,0,0
C:\Dev\fp\legitimate\enron_198607.txt,0,106,0.858491,86.7043,57.5255,84.6065,0,252.691,0.896226,0,0,0,0.103774,3.89623,0.141509,0.169811,0.132075,0.207547,0.141509,0.084906,0.056604,0.028302,0.028302,0.009434,0,0,0,0,0,0,0.2,0.08165,0.3,0,0,0,0,0,0,0,0,0.339623,0.056604,0.04717,0.084906,0.009434,0,0,0.066038,0,0.009434,0,0,0,0,0,0,0,0.066038,0.055031,2.83333,0,0,0,0,0,0,0,6.3125,4.90814,39.75,0.375,0.0625,0.125,0.0625,0.0625,0.0625,0.1875,0.0625,0.077476,2.4207,-1,0,0,0,0,0,0,0,0,0,0,0.028302,0.04717,0.056604,0.066038,0.075472,0.076923,276.375,0.018868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04717,0.075472,0.113208,0.066038,0.066038,0.056604,0.037736,0.009434,0,0,0,0,0,0,0.009434,0,0,0.009434,0.018868,0,0.009434,0.009434,0,0,0,0.009434,0,0,0,0,0,0,0.028302,0,0,0.009434,0,0,0,0,0,0,0.009434,0.009434,0,0.009434,0.028302,0.009434,0.009434,0,0,0,0,0.037736,0,0,0,0.009434,0.009434,0,0,0,0.009434,0,0,0,0.009434,0.009434,0,0,0,0.009434,0.009434,0,0,0.009434,0.04717,0,0,0,0.018868,0,0,0.009434,0,0.009434,0,0,0,0.735849,0.183333,0.068718,0.3,0.333333,0,0.5,0,0.166667
C:\Dev\fp\legitimate\enron_198700.txt,0,18,0.944444,16.4514,8.84737,34.7346,0,147,0.888889,0.055556,0,0,0.055556,5.38889,0.111111,0,0.222222,0.277778,0.055556,0,0.111111,0,0.111111,0,0,0.055556,0,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.055556,0.065041,0,0,0,0,0,0,0,0,4.5,4.92443,30.75,0.75,0,0,0,0,0,0,0.25,6.20167,9.30889,-1,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0.055556,0.058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055556,0,0.055556,0.166667,0.055556,0,0.055556,0,0,0,0,0,0,0,0,0,0,0,0,0.055556,0.055556,0,0,0.055556,0,0,0.055556,0.055556,0.055556,0.055556,0.055556,0,0,0,0,0,0,0,0,0,0.055556,0.055556,0,0,0,0.055556,0,0,0.055556,0,0.055556,0,0,0.055556,0,0,0,0.055556,0,0,0,0.055556,0.055556,0,0,0,0,0,0.111111,0.055556,0,0,0,0,0,0,0,0,0,0,0.055556,0,0,0,0,0,0,0,0,0.944444,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_199116.txt,0,64,0.71875,41.8536,0,48.521,0,216.411,0.859375,0,0,0,0.140625,4.5625,0.03125,0.171875,0.21875,0.1875,0.09375,0.078125,0.078125,0.0625,0.03125,0.015625,0.015625,0.015625,0,0,0,0,0.333333,0,0.333333,0,0,0,0,0,0,0,0,0.078125,0.03125,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064865,3,0,0,0,0,0,0,0,9.14286,4.29047,52.8571,0.142857,0.142857,0,0,0.428571,0,0.142857,0.142857,4.6308,7.79,-1,0,0,0,0,0,0,0,0,0,0,0.046875,0.0625,0.140625,0.171875,0.0625,0.086957,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078125,0.015625,0.15625,0.09375,0.0625,0.03125,0.03125,0,0,0,0,0,0.03125,0,0,0,0.015625,0.046875,0.015625,0.015625,0.0625,0,0,0,0.046875,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0,0,0,0.03125,0,0,0,0.015625,0.015625,0,0.046875,0,0,0,0,0,0,0.015625,0,0,0.03125,0.015625,0.046875,0.03125,0,0.09375,0,0.015625,0,0,0,0.03125,0.03125,0,0,0.046875,0.015625,0,0.015625,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.703125,0.333333,0,0.333333,0,0,0,0,0
C:\Dev\fp\legitimate\enron_19929.txt,0,447,0.498881,167.699,0,284.028,0,888.585,0.997763,0,0,0,0.002237,4.02237,0.067114,0.165548,0.228188,0.223714,0.136465,0.033557,0.071588,0.040268,0.01566,0.013423,0,0.002237,0,0,0,0.002237,0.052372,0.022663,0.113636,0.217391,0,0.391304,0.304348,0,0.043478,0,0.043478,0.293065,0.064877,0.06264,0.01566,0.029083,0,0,0,0.029083,0.029083,0,0,0,0,0,0.058166,0,0.004474,0.084739,4.82143,22,26.6364,22.8339,0.114947,0,0,0,5.74026,4.74383,33.1039,0.376623,0.168831,0.116883,0.051948,0.116883,0.012987,0.077922,0.077922,0.385499,2.69498,-1,0,0,0,0,0,0,0,0,0,0,0.029083,0.087248,0.127517,0.208054,0.024609,0.013453,5.72727,0.049217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013423,0.067114,0.067114,0.116331,0.167785,0.055928,0.053691,0.029083,0.024609,0.002237,0.002237,0.002237,0,0.006711,0,0.006711,0.011186,0.01566,0.020134,0.011186,0.004474,0.03132,0.004474,0.011186,0.013423,0.008949,0,0.008949,0.011186,0.011186,0.01566,0.01566,0.004474,0.013423,0.013423,0,0.013423,0.013423,0,0,0,0.006711,0.008949,0.002237,0,0.002237,0.011186,0.020134,0.006711,0.011186,0.008949,0,0.002237,0.008949,0.006711,0.01566,0.002237,0,0.013423,0.002237,0.017897,0.002237,0.017897,0.008949,0.002237,0,0.013423,0.002237,0.013423,0.022371,0.01566,0,0.017897,0.002237,0.002237,0.004474,0,0.042506,0.004474,0.004474,0.004474,0.011186,0.006711,0.011186,0.002237,0.002237,0.022371,0.042506,0,0.020134,0.404922,0.05583,0.027918,0.136364,0.173913,0.478261,0.195652,0.065217,0.086957
C:\Dev\fp\legitimate\enron_199866.txt,0,142,0.683099,153.679,161.227,53.642,0,260.846,0.985915,0.007042,0,0,0.007042,5.09859,0.021127,0.126761,0.169014,0.183099,0.084507,0.126761,0.112676,0.084507,0.042254,0.014085,0.014085,0.014085,0.007042,0,0,0,0.128571,0.042857,0.214286,0.3,0,0,0,0.6,0,0,0.1,0.133803,0.077465,0.028169,0,0,0,0,0.014085,0.007042,0,0,0,0,0,0,0,0,0.007042,0.036384,2,4,12,2.82843,0.026461,0,0,0,7,4.25441,45.35,0.25,0.1,0,0.1,0.2,0.1,0.15,0.1,6.08437,9.95115,-1,0,0,0,0,0,0,0,0,0,0,0,0.049296,0.084507,0.15493,0,0,0,0.021127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021127,0.042254,0.06338,0.126761,0.091549,0.105634,0.084507,0.014085,0,0,0,0,0,0,0,0.007042,0.021127,0.007042,0,0.021127,0.035211,0.06338,0.007042,0,0,0,0,0,0,0,0,0.007042,0.007042,0,0,0,0,0,0,0,0,0.007042,0,0,0,0.007042,0,0,0,0,0,0,0,0,0.028169,0,0,0,0,0,0,0,0.021127,0,0,0,0,0,0.06338,0.007042,0.007042,0,0.007042,0.007042,0.014085,0.007042,0.007042,0.070423,0.007042,0.007042,0,0.014085,0.007042,0.007042,0,0.007042,0.014085,0.007042,0,0,0.619718,0.12987,0.041069,0.214286,0.272727,0,0.636364,0,0.090909
C:\Dev\fp\legitimate\enron_200039.txt,0,16,1,15.1289,8.15673,29.9887,0,120,0.875,0.0625,0,0,0.0625,4.375,0.0625,0.125,0.3125,0.1875,0.0625,0.0625,0.0625,0.0625,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3125,0.0625,0,0.0625,0,0.0625,0,0,0,0,0.125,0,0,0,0,0,0,0,0.122222,4.5,0,0,0,0,0,0,0,4,2.44949,22.5,0.5,0,0.25,0,0,0,0,0.25,1.17625,2.525,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,470.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0.0625,0,0.1875,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,1,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_200225.txt,0,986,0.267748,468.832,0,617.232,0,1952.55,0.998986,0,0,0,0.001014,3.59736,0.129817,0.318458,0.1714,0.125761,0.040568,0.070994,0.057809,0.037525,0.023327,0.009128,0.006085,0.007099,0.002028,0,0,0,0.044562,0.042931,0.285714,0.734177,0.101266,0.101266,0.025316,0.025316,0,0,0.012658,0.76572,0.118661,0.005071,0.384381,0.001014,0,0,0.081136,0,0,0.030426,0,0,0,0,0.018256,0,0.126775,0.145837,3.83453,0,0,0,0,0,0,0,7.18699,6.32115,42.4797,0.276423,0.373984,0.146341,0.04065,0.01626,0.00813,0.130081,0.00813,-0.892924,1.23394,-1,0,0,0,0,0,0,0,0,0,0,0.103448,0.199797,0.493915,0.748479,0.329615,0.231061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006085,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006085,0.020284,0.003043,0.061866,0.008114,0.022312,0.026369,0.013185,0.005071,0.007099,0,0.004057,0,0.003043,0,0,0,0.005071,0.008114,0.047667,0.003043,0.01927,0,0.006085,0.020284,0.018256,0.002028,0.008114,0.014199,0.008114,0.008114,0.025355,0.001014,0.005071,0.003043,0,0.001014,0.001014,0.001014,0.003043,0,0.015213,0.020284,0.002028,0,0.01217,0.010142,0.016227,0.001014,0.009128,0.006085,0.003043,0.002028,0.011156,0.044625,0.016227,0.003043,0.013185,0.013185,0.004057,0,0,0.015213,0.008114,0.013185,0,0,0.001014,0.026369,0.008114,0.008114,0.001014,0.006085,0.005071,0.002028,0.002028,0.004057,0.01217,0.013185,0,0,0.010142,0,0.005071,0.002028,0,0.013185,0.006085,0,0,0.186613,0.044991,0.054604,0.326531,0.878788,0.075758,0,0.030303,0.015152
C:\Dev\fp\legitimate\enron_200259.txt,0,46,0.956522,21.7565,14,32.3098,0,157.375,0.956522,0.021739,0,0,0.021739,4.43478,0.108696,0.065217,0.23913,0.195652,0.086957,0.086957,0.108696,0.043478,0.043478,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.434783,0.065217,0.065217,0.065217,0.021739,0,0,0.021739,0,0,0.086957,0,0,0.065217,0,0,0,0.043478,0.100694,3,0,0,0,0,0,0,0,6.14286,4.01528,41.1429,0.285714,0.285714,0,0.285714,0,0,0,0.142857,2.52926,5.45792,-1,0,0,0,0,0,0,0,0,0,0,0,0.043478,0.043478,0.043478,0.130435,0.136364,1870.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0.086957,0.021739,0.043478,0.043478,0.021739,0.021739,0,0,0,0,0,0,0.021739,0,0,0.065217,0.021739,0,0.021739,0,0,0.021739,0,0,0.021739,0.021739,0.021739,0.021739,0.021739,0,0,0,0,0,0,0,0,0,0,0.021739,0,0,0.021739,0.021739,0,0,0.021739,0,0,0,0.021739,0.043478,0,0,0,0.021739,0.021739,0,0,0.043478,0.021739,0.021739,0,0,0,0,0.021739,0.021739,0,0.021739,0.043478,0.043478,0.021739,0.021739,0.065217,0,0,0.021739,0.043478,0,0,0,0,0.021739,0,0,0,0.891304,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_203514.txt,0,225,0.662222,96.767,0,149.425,0,445.964,0.991111,0.004444,0,0,0.004444,4.29778,0.044444,0.222222,0.191111,0.2,0.071111,0.048889,0.111111,0.048889,0.031111,0.026667,0,0,0,0,0,0.004444,0.084416,0.037863,0.136364,0.428571,0,0,0,0.285714,0,0,0.285714,0.213333,0.022222,0.035556,0.062222,0.004444,0,0,0.035556,0,0.004444,0,0,0,0,0,0,0,0.048889,0.075939,2.94118,2,4,0,0.003197,0,0,0,8.92,6.82888,50.04,0.32,0.16,0.12,0.08,0.12,0.08,0.08,0.04,3.27253,6.15255,-1,0,0,0,0,0,0,0,0,0,0,0.004444,0.044444,0.066667,0.106667,0.066667,0.080537,0,0.022222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.093333,0.053333,0.137778,0.106667,0.053333,0.048889,0.013333,0.013333,0,0,0,0.004444,0.004444,0,0.008889,0,0.004444,0.013333,0.013333,0.022222,0.026667,0,0.004444,0.004444,0.008889,0,0.004444,0.013333,0.004444,0.004444,0.013333,0,0.013333,0,0,0.008889,0,0,0,0,0,0.004444,0.004444,0,0,0.004444,0,0,0.004444,0,0.008889,0,0,0.048889,0.013333,0.004444,0,0.008889,0.004444,0.004444,0,0.017778,0.004444,0.004444,0,0,0.008889,0.004444,0.017778,0.013333,0,0.004444,0.004444,0.004444,0.008889,0,0.053333,0,0,0,0.008889,0.008889,0,0,0,0.035556,0.04,0,0.004444,0.542222,0.080579,0.038598,0.181818,0.454545,0.363636,0,0.136364,0.045455
C:\Dev\fp\legitimate\enron_206591.txt,0,14,0.928571,11.7037,1.57246,21.05,0,79,0.785714,0.142857,0,0,0.071429,5.14286,0,0.214286,0.142857,0.071429,0,0.142857,0.357143,0,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0,0.285714,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198113,3.875,0,0,0,0,0,0,0,3.5,1.80278,53,0.25,0,0,0.25,0.25,0,0,0.25,4.54286,5.98286,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642857,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_209609.txt,0,34,0.823529,19.8944,7.30593,26.1618,0,118.431,0.941176,0.029412,0,0,0.029412,3.52941,0.147059,0.235294,0.147059,0.235294,0.058824,0.088235,0.058824,0,0,0.029412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0.117647,0.029412,0,0.147059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067901,7,0,0,0,0,0,0,0,6.8,2.99333,32.4,0.2,0,0,0,0,0,0.2,0.6,-1.40647,0.6,352.2,0,0,0,0,0,0,0,0,0,0,0.029412,0.029412,0.029412,0.088235,0.029412,0.035714,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0.058824,0.117647,0.147059,0.205882,0.058824,0.088235,0.058824,0,0,0,0,0,0,0,0,0,0,0,0.029412,0,0,0.029412,0.029412,0.058824,0,0,0.058824,0.088235,0.058824,0.058824,0.058824,0,0,0,0,0,0,0,0,0,0,0.058824,0,0,0,0.058824,0,0,0.058824,0,0,0,0,0.117647,0,0,0,0.058824,0,0,0,0.029412,0.058824,0,0,0,0,0,0.058824,0.058824,0,0.029412,0,0,0,0,0,0,0,0,0.058824,0,0,0,0,0.029412,0.088235,0,0,0.823529,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_21039.txt,0,20,0.9,18.4292,11.4387,37.2094,0,167,0.9,0.05,0,0,0.05,4.7,0,0.1,0.25,0.2,0.1,0.15,0.1,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058333,0,0,0,0,0,0,0,0,3.8,2.71293,24,0.2,0.4,0,0,0,0.2,0,0.2,2.607,4.04653,-1,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.05,0.2,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0.05,0,0,0.9,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_215846.txt,0,3,1,1.57735,1.73205,1.50597,0,3,0.333333,0,0.333333,0,0.333333,4,0,0,0.666667,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066667,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,1,-1.09,-2.14667,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C:\Dev\fp\legitimate\enron_216222.txt,0,3,1,1.57735,1.73205,1.50597,0,3,0.333333,0,0.333333,0,0.333333,3.66667,0,0,0.333333,0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0.071429,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,1,-2.66,-4.10667,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0.333333,1,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0,0.666667,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
