Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of Period,Frequency of Comma,Frequency of Dash,Frequency of Single Quote,Frequency of Plus,Frequency of Back Slash,Frequency of Foreward Slash,Frequency of Exclaimation,Frequency of Question Mark,Frequency of Open Parenthesis,Frequency of Equal,Frequency of Star Symbol,Frequency of And Symbol,Frequency of Open Curly Brace,Frequency of Square Bracket,Frequency of Semicolon,Frequency of Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman�Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4
C:\Dev\fp\phishing\email_257.txt,1,86,0.662791,62.1168,0,73.5544,0,249.763,0.976744,0.011628,0,0,0.011628,5.44186,0,0.151163,0.197674,0.104651,0.069767,0.093023,0.174419,0.104651,0.023256,0.023256,0.023256,0.023256,0,0,0,0.011628,0.1875,0.0625,0.25,0,0,0,0,0,0,0,0,0.162791,0.05814,0.046512,0,0,0,0,0.023256,0,0,0,0,0,0,0,0,0,0.034884,0.038194,0,0,0,0,0,0,0,0,10.625,4.44234,72,0.125,0.125,0,0.125,0,0.125,0.25,0.25,9.51366,13.4123,-1,0,0,0,0,0,0,0,0,0,0,0,0.046512,0.081395,0.151163,0.011628,0.017544,48,0.023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023256,0.081395,0.023256,0.139535,0.116279,0.046512,0.05814,0.023256,0,0,0,0,0,0.05814,0,0,0,0.023256,0.011628,0,0,0.069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0,0,0,0.05814,0.05814,0.011628,0,0.023256,0,0,0,0,0,0.05814,0.023256,0,0,0,0,0.023256,0,0.05814,0.034884,0.011628,0,0,0,0,0.023256,0,0,0.011628,0.034884,0,0,0.604651,0.229167,0.085898,0.375,0,0,0,0,0
C:\Dev\fp\phishing\email_258.txt,1,92,0.684783,53.0614,12.346,67.0794,0,235.232,0.978261,0.01087,0,0,0.01087,5.71739,0,0.152174,0.141304,0.141304,0.043478,0.108696,0.130435,0.119565,0.076087,0.021739,0.043478,0.01087,0,0,0,0.01087,0.185185,0.052378,0.222222,0,0,0,0,0,0,0,0,0.141304,0.054348,0.032609,0,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0.032609,0.035881,0,0,0,0,0,0,0,0,11.375,5.76493,80.125,0.25,0,0.125,0.25,0,0.125,0.125,0.125,11.1864,15.2161,-1,0,0,0,0,0,0,0,0,0,0,0,0.065217,0.086957,0.163043,0.054348,0.031746,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0.141304,0.01087,0.119565,0.130435,0.065217,0.032609,0,0,0,0,0,0,0.032609,0,0,0,0,0.01087,0.021739,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01087,0,0.01087,0,0,0,0,0,0,0.01087,0,0,0,0.021739,0.021739,0.01087,0,0.032609,0,0,0,0,0,0.01087,0.01087,0,0,0,0.021739,0.054348,0,0,0.043478,0,0,0,0,0,0.01087,0,0,0,0.01087,0,0,0.597826,0.185185,0.052378,0.222222,0,0,0,0,0
C:\Dev\fp\phishing\email_25.txt,1,144,0.555556,68.8372,0.079801,92.6636,0.002302,286.304,0.986111,0.006944,0,0,0.006944,5.625,0,0.138889,0.1875,0.125,0.020833,0.145833,0.131944,0.076389,0.076389,0.034722,0.041667,0.013889,0,0,0,0.006944,0.123377,0.031812,0.142857,0.272727,0,0,0,0,0,0,0.727273,0.104167,0.055556,0.027778,0.006944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013889,0.020346,0,0,0,0,0,0,0,0,13,9.97269,89.3636,0.363636,0.090909,0,0.090909,0,0,0.272727,0.181818,11.5638,14.9981,-1,0,0,0,0,0,0,0,0,0,0,0.006944,0.0625,0.111111,0.201389,0.020833,0.0125,0,0.020833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027778,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013889,0.104167,0.027778,0.138889,0.152778,0.076389,0.055556,0.020833,0,0,0,0,0,0,0,0.006944,0,0.006944,0,0.006944,0,0.048611,0.006944,0,0,0.006944,0.006944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006944,0,0.006944,0,0,0,0,0,0.027778,0.006944,0,0,0,0,0.006944,0.006944,0.006944,0.0625,0.013889,0,0,0,0,0,0,0,0.020833,0.020833,0,0,0.5,0.130952,0.064109,0.285714,0.416667,0.416667,0,0.083333,0.083333
C:\Dev\fp\phishing\email_260.txt,1,86,0.732558,57.4694,0,70.973,0,240.508,0.976744,0.011628,0,0,0.011628,6.06977,0,0.104651,0.139535,0.139535,0.05814,0.151163,0.127907,0.093023,0.011628,0.081395,0.034884,0.046512,0,0,0,0.011628,0.1875,0.0625,0.25,0,0,0,0,0,0,0,0,0.174419,0.05814,0.05814,0,0,0,0,0.023256,0,0,0,0,0,0,0,0,0,0.034884,0.033386,0,0,0,0,0,0,0,0,10.625,5.58877,78.625,0.25,0.125,0.125,0.125,0.25,0,0,0.125,12.4711,17.1044,-1,0,0,0,0,0,0,0,0,0,0,0,0.034884,0.069767,0.081395,0.023256,0.031746,0,0.034884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023256,0.116279,0.023256,0.116279,0.127907,0.034884,0.034884,0.023256,0,0,0,0,0,0,0,0,0,0.046512,0,0,0,0.023256,0,0,0,0.011628,0.011628,0,0,0,0,0.011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0,0,0,0,0.023256,0.011628,0,0.081395,0,0,0,0,0,0.127907,0.011628,0,0,0,0,0.046512,0,0,0.023256,0.011628,0,0,0,0,0.023256,0,0,0.011628,0.034884,0,0,0.674419,0.21875,0.054127,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_261.txt,1,88,0.681818,58.6304,0,70.4034,0,247.697,0.977273,0.011364,0,0,0.011364,5.78409,0,0.170455,0.136364,0.079545,0.056818,0.147727,0.170455,0.102273,0.022727,0.034091,0.022727,0.034091,0.011364,0,0,0.011364,0.160714,0.056469,0.25,0,0,0,0,0,0,0,0,0.159091,0.056818,0.045455,0,0,0,0,0.022727,0,0,0,0,0,0,0,0,0,0.034091,0.037338,0,0,0,0,0,0,0,0,10.875,4.6754,77,0.125,0.125,0,0.125,0.125,0,0.125,0.375,11.2506,15.4886,-1,0,0,0,0,0,0,0,0,0,0,0,0.068182,0.159091,0.204545,0.011364,0.016667,72,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,0.079545,0.022727,0.125,0.136364,0.102273,0.068182,0,0,0,0,0,0,0.056818,0,0,0,0,0.011364,0.022727,0,0.022727,0.011364,0,0,0,0,0,0,0,0,0,0,0,0.011364,0,0,0,0,0,0,0,0,0,0,0.011364,0,0.011364,0,0,0,0,0,0,0.011364,0,0,0,0,0.022727,0.011364,0,0.045455,0,0,0,0,0,0.022727,0.022727,0,0,0,0,0.056818,0,0,0.068182,0.034091,0,0,0,0,0.011364,0,0,0.011364,0.022727,0,0,0.647727,0.160714,0.056469,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_262.txt,1,89,0.640449,121.519,136.203,67.2395,0,254.444,0.966292,0,0,0,0.033708,5.62921,0,0.146067,0.146067,0.123596,0.044944,0.101124,0.202247,0.157303,0.011236,0.022472,0.011236,0.022472,0,0,0,0.011236,0.25,0,0.25,0,0,0,0,0,0,0,0,0.157303,0.05618,0.044944,0,0,0,0,0.022472,0,0,0,0,0,0,0,0,0,0.033708,0.037582,0,0,0,0,0,0,0,0,11,4.79583,76.5,0.125,0.125,0,0.125,0.25,0.125,0.125,0.125,10.5836,14.6089,-1,0,0,0,0,0,0,0,0,0,0,0.011236,0.11236,0.157303,0.202247,0.011236,0.017544,48,0.022472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022472,0.05618,0.011236,0.157303,0.101124,0.05618,0.044944,0.022472,0,0,0,0,0,0.067416,0,0,0,0.033708,0.011236,0,0,0.044944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011236,0,0,0,0.067416,0.067416,0.011236,0,0.011236,0,0,0,0,0,0.05618,0.011236,0,0,0,0,0.033708,0,0.067416,0.044944,0.011236,0,0,0,0,0.022472,0,0,0.011236,0.022472,0,0,0.617978,0.25,0,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_263.txt,1,92,0.673913,56.049,1,69.5008,0,233.85,0.978261,0.01087,0,0,0.01087,5.68478,0,0.163043,0.152174,0.141304,0.032609,0.119565,0.119565,0.108696,0.043478,0.021739,0.076087,0.01087,0,0,0,0.01087,0.15873,0.054986,0.222222,0,0,0,0,0,0,0,0,0.173913,0.054348,0.043478,0.021739,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0.032609,0.03605,0,0,0,0,0,0,0,0,11.375,5.04821,79.75,0.125,0.125,0,0.125,0.125,0.125,0.25,0.125,11.0328,15.0243,-1,0,0,0,0,0,0,0,0,0,0,0,0.043478,0.065217,0.173913,0.065217,0.032258,0,0.032609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032609,0.141304,0.021739,0.152174,0.130435,0.043478,0.043478,0.01087,0,0.01087,0,0,0,0.043478,0,0,0,0,0,0.01087,0,0.01087,0.01087,0,0,0,0,0,0,0,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01087,0,0.01087,0,0,0,0.021739,0.021739,0.01087,0,0.032609,0,0,0,0,0,0.021739,0,0,0.01087,0,0.021739,0.065217,0,0,0.054348,0,0,0,0,0,0.021739,0,0,0.01087,0.021739,0,0,0.576087,0.177778,0.054433,0.222222,0,0,0,0,0
C:\Dev\fp\phishing\email_265.txt,1,88,0.738636,108.265,127.162,73.7591,0,242.941,0.977273,0.011364,0,0,0.011364,6.04545,0.011364,0.113636,0.136364,0.125,0.068182,0.125,0.113636,0.113636,0.045455,0.056818,0.011364,0.068182,0,0,0,0.011364,0.196429,0.061859,0.25,0,0,0,0,0,0,0,0,0.170455,0.056818,0.056818,0,0,0,0,0.022727,0,0,0,0,0,0,0,0,0,0.034091,0.03271,0,0,0,0,0,0,0,0,10.875,6.52759,80.25,0.25,0.125,0.25,0,0.25,0,0,0.125,12.4816,17.0254,-1,0,0,0,0,0,0,0,0,0,0,0.011364,0.056818,0.102273,0.147727,0.011364,0.015385,48,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,0.102273,0.022727,0.090909,0.113636,0.079545,0.034091,0.011364,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0.045455,0.011364,0,0,0.011364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011364,0,0.011364,0,0,0,0,0,0,0.011364,0,0,0,0,0.022727,0.011364,0,0.079545,0,0,0,0,0,0.125,0.022727,0,0,0,0,0.045455,0,0,0.034091,0,0,0,0,0,0.011364,0,0.011364,0.011364,0.022727,0,0,0.693182,0.214286,0.087482,0.375,0,0,0,0,0
C:\Dev\fp\phishing\email_266.txt,1,81,0.691358,53.8833,1,64.3142,1,232.163,0.975309,0.012346,0,0,0.012346,6.28395,0,0.111111,0.123457,0.123457,0.037037,0.135802,0.160494,0.098765,0.074074,0.037037,0,0.074074,0.012346,0,0,0.012346,0.178571,0.061859,0.25,0,0,0,0,0,0,0,0,0.160494,0.061728,0.037037,0,0,0,0,0.024691,0,0,0,0,0,0,0,0,0,0.037037,0.036364,0,0,0,0,0,0,0,0,10,4.12311,75.625,0.125,0.125,0,0.125,0.125,0.125,0,0.375,13.1674,18.1896,-1,0,0,0,0,0,0,0,0,0,0,0.012346,0.037037,0.061728,0.160494,0.012346,0.017857,72,0.037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012346,0.111111,0.012346,0.111111,0.098765,0.049383,0.061728,0,0,0,0,0,0,0.061728,0,0,0,0.012346,0,0.012346,0,0.037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012346,0,0,0,0,0.024691,0.012346,0,0.037037,0,0,0,0,0,0.037037,0.012346,0,0,0,0,0.074074,0,0,0.049383,0.024691,0,0,0,0,0.024691,0,0,0,0.012346,0,0,0.641975,0.166667,0.058926,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_267.txt,1,86,0.662791,62.1168,0,73.5544,0,249.763,0.976744,0.011628,0,0,0.011628,5.44186,0,0.151163,0.197674,0.104651,0.069767,0.093023,0.174419,0.104651,0.023256,0.023256,0.023256,0.023256,0,0,0,0.011628,0.1875,0.0625,0.25,0,0,0,0,0,0,0,0,0.162791,0.05814,0.046512,0,0,0,0,0.023256,0,0,0,0,0,0,0,0,0,0.034884,0.038194,0,0,0,0,0,0,0,0,10.625,4.44234,72,0.125,0.125,0,0.125,0,0.125,0.25,0.25,9.51366,13.4123,-1,0,0,0,0,0,0,0,0,0,0,0,0.046512,0.081395,0.151163,0.011628,0.017544,48,0.023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023256,0.081395,0.023256,0.139535,0.116279,0.046512,0.05814,0.023256,0,0,0,0,0,0.05814,0,0,0,0.023256,0.011628,0,0,0.069767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0,0,0,0.05814,0.05814,0.011628,0,0.023256,0,0,0,0,0,0.05814,0.023256,0,0,0,0,0.023256,0,0.05814,0.034884,0.011628,0,0,0,0,0.023256,0,0,0.011628,0.034884,0,0,0.604651,0.229167,0.085898,0.375,0,0,0,0,0
C:\Dev\fp\phishing\email_268.txt,1,92,0.684783,107.28,116.79,65.0343,0,249.763,0.956522,0.021739,0,0.01087,0.01087,5.71739,0,0.152174,0.141304,0.141304,0.043478,0.108696,0.130435,0.119565,0.076087,0.021739,0.043478,0.01087,0,0,0,0.01087,0.185185,0.052378,0.222222,0,0,0,0,0,0,0,0,0.141304,0.054348,0.032609,0,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0.032609,0.035881,0,0,0,0,0,0,0,0,11.375,5.76493,80.125,0.25,0,0.125,0.25,0,0.125,0.125,0.125,11.1864,15.2161,-1,0,0,0,0,0,0,0,0,0,0,0,0.065217,0.086957,0.163043,0.054348,0.031746,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021739,0.141304,0.01087,0.119565,0.130435,0.065217,0.032609,0,0,0,0,0,0,0.032609,0,0,0,0,0.01087,0.021739,0,0.021739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01087,0,0.01087,0,0,0,0,0,0,0.01087,0,0,0,0.021739,0.021739,0.01087,0,0.032609,0,0,0,0,0,0.01087,0.01087,0,0,0,0.021739,0.054348,0,0,0.043478,0,0,0,0,0,0.01087,0,0,0,0.01087,0,0,0.597826,0.185185,0.052378,0.222222,0,0,0,0,0
C:\Dev\fp\phishing\email_26.txt,1,134,0.61194,74.8123,33.4452,90.1368,0,265.701,0.970149,0,0,0,0.029851,5.55224,0,0.156716,0.164179,0.141791,0.022388,0.119403,0.156716,0.089552,0.08209,0.014925,0.007463,0.037313,0,0,0,0.007463,0.136752,0.03198,0.153846,0.222222,0,0,0,0,0,0,0.777778,0.11194,0.059701,0.029851,0.007463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925,0.022026,0,0,0,0,0,0,0,0,12.0909,8.79519,82.5455,0.363636,0,0.090909,0,0.090909,0.090909,0.181818,0.181818,10.7665,14.399,-1,0,0,0,0,0,0,0,0,0,0,0,0.044776,0.089552,0.223881,0.014925,0.02439,0,0.007463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014925,0.119403,0.022388,0.134328,0.19403,0.126866,0.089552,0.014925,0,0.007463,0,0,0,0,0,0.007463,0,0.022388,0,0.007463,0,0.029851,0.007463,0,0.007463,0,0.014925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007463,0,0,0.007463,0,0,0,0,0,0,0,0,0,0.007463,0,0,0,0,0,0.007463,0,0.014925,0,0,0,0,0,0.044776,0.014925,0,0,0,0,0.014925,0,0,0.074627,0.014925,0,0,0,0.007463,0.022388,0,0,0.014925,0.029851,0,0,0.552239,0.146154,0.063897,0.307692,0.3,0.6,0,0,0.1
C:\Dev\fp\phishing\email_270.txt,1,86,0.732558,57.4694,0,70.973,0,240.508,0.976744,0.011628,0,0,0.011628,6.06977,0,0.104651,0.139535,0.139535,0.05814,0.151163,0.127907,0.093023,0.011628,0.081395,0.034884,0.046512,0,0,0,0.011628,0.1875,0.0625,0.25,0,0,0,0,0,0,0,0,0.174419,0.05814,0.05814,0,0,0,0,0.023256,0,0,0,0,0,0,0,0,0,0.034884,0.033386,0,0,0,0,0,0,0,0,10.625,5.58877,78.625,0.25,0.125,0.125,0.125,0.25,0,0,0.125,12.4711,17.1044,-1,0,0,0,0,0,0,0,0,0,0,0,0.034884,0.069767,0.081395,0.023256,0.031746,0,0.034884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023256,0.116279,0.023256,0.116279,0.127907,0.034884,0.034884,0.023256,0,0,0,0,0,0,0,0,0,0.046512,0,0,0,0.023256,0,0,0,0.011628,0.011628,0,0,0,0,0.011628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011628,0,0,0,0,0.023256,0.011628,0,0.081395,0,0,0,0,0,0.127907,0.011628,0,0,0,0,0.046512,0,0,0.023256,0.011628,0,0,0,0,0.023256,0,0,0.011628,0.034884,0,0,0.674419,0.21875,0.054127,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_271.txt,1,88,0.681818,58.6304,0,70.4034,0,247.697,0.977273,0.011364,0,0,0.011364,5.78409,0,0.170455,0.136364,0.079545,0.056818,0.147727,0.170455,0.102273,0.022727,0.034091,0.022727,0.034091,0.011364,0,0,0.011364,0.160714,0.056469,0.25,0,0,0,0,0,0,0,0,0.159091,0.056818,0.045455,0,0,0,0,0.022727,0,0,0,0,0,0,0,0,0,0.034091,0.037338,0,0,0,0,0,0,0,0,10.875,4.6754,77,0.125,0.125,0,0.125,0.125,0,0.125,0.375,11.2506,15.4886,-1,0,0,0,0,0,0,0,0,0,0,0,0.068182,0.159091,0.204545,0.011364,0.016667,72,0.022727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727,0.079545,0.022727,0.125,0.136364,0.102273,0.068182,0,0,0,0,0,0,0.056818,0,0,0,0,0.011364,0.022727,0,0.022727,0.011364,0,0,0,0,0,0,0,0,0,0,0,0.011364,0,0,0,0,0,0,0,0,0,0,0.011364,0,0.011364,0,0,0,0,0,0,0.011364,0,0,0,0,0.022727,0.011364,0,0.045455,0,0,0,0,0,0.022727,0.022727,0,0,0,0,0.056818,0,0,0.068182,0.034091,0,0,0,0,0.011364,0,0,0.011364,0.022727,0,0,0.647727,0.160714,0.056469,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_272.txt,1,89,0.640449,121.519,136.203,67.2395,0,254.444,0.966292,0,0,0,0.033708,5.62921,0,0.146067,0.146067,0.123596,0.044944,0.101124,0.202247,0.157303,0.011236,0.022472,0.011236,0.022472,0,0,0,0.011236,0.25,0,0.25,0,0,0,0,0,0,0,0,0.157303,0.05618,0.044944,0,0,0,0,0.022472,0,0,0,0,0,0,0,0,0,0.033708,0.037582,0,0,0,0,0,0,0,0,11,4.79583,76.5,0.125,0.125,0,0.125,0.25,0.125,0.125,0.125,10.5836,14.6089,-1,0,0,0,0,0,0,0,0,0,0,0.011236,0.11236,0.157303,0.202247,0.011236,0.017544,48,0.022472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022472,0.05618,0.011236,0.157303,0.101124,0.05618,0.044944,0.022472,0,0,0,0,0,0.067416,0,0,0,0.033708,0.011236,0,0,0.044944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011236,0,0,0,0.067416,0.067416,0.011236,0,0.011236,0,0,0,0,0,0.05618,0.011236,0,0,0,0,0.033708,0,0.067416,0.044944,0.011236,0,0,0,0,0.022472,0,0,0.011236,0.022472,0,0,0.617978,0.25,0,0.25,0,0,0,0,0
C:\Dev\fp\phishing\email_273.txt,1,92,0.673913,108.468,102.361,64.4532,0,249.763,0.978261,0.01087,0,0,0.01087,5.68478,0,0.163043,0.152174,0.141304,0.032609,0.119565,0.119565,0.108696,0.043478,0.021739,0.076087,0.01087,0,0,0,0.01087,0.15873,0.054986,0.222222,0,0,0,0,0,0,0,0,0.173913,0.054348,0.043478,0.021739,0,0,0,0.021739,0,0,0,0,0,0,0,0,0,0.032609,0.03605,0,0,0,0,0,0,0,0,11.375,5.04821,79.75,0.125,0.125,0,0.125,0.125,0.125,0.25,0.125,11.0328,15.0243,-1,0,0,0,0,0,0,0,0,0,0,0,0.043478,0.065217,0.173913,0.065217,0.032258,0,0.032609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032609,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032609,0.141304,0.021739,0.152174,0.130435,0.043478,0.043478,0.01087,0,0.01087,0,0,0,0.043478,0,0,0,0,0,0.01087,0,0.01087,0.01087,0,0,0,0,0,0,0,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01087,0,0.01087,0,0,0,0.021739,0.021739,0.01087,0,0.032609,0,0,0,0,0,0.021739,0,0,0.01087,0,0.021739,0.065217,0,0,0.054348,0,0,0,0,0,0.021739,0,0,0.01087,0.021739,0,0,0.576087,0.177778,0.054433,0.222222,0,0,0,0,0
