Path,Class,Total number of words,Word diversity,FFT mean,FFT median,FFT stddev,FFT min,FFT max,FFT histogram bin 1,FFT histogram bin 2,FFT histogram bin 3,FFT histogram bin 4,FFT histogram bin 5,Word length mean,Words of length 1,Words of length 2,Words of length 3,Words of length 4,Words of length 5,Words of length 6,Words of length 7,Words of length 8,Words of length 9,Words of length 10,Words of length 11,Words of length 12,Words of length 13,Words of length 14,Words of length 15,Words of length 16,Word homogeneity mean,Word homogeneity StdDev,Word homogeneity maximum,Word homoganity hist bin 0,Word homoganity hist bin 1,Word homoganity hist bin 2,Word homoganity hist bin 3,Word homoganity hist bin 4,Word homoganity hist bin 5,Word homoganity hist bin 6,Word homoganity hist bin 7,Punctuation characters ratio,Frequency of Period,Frequency of Comma,Frequency of Dash,Frequency of Single Quote,Frequency of Plus,Frequency of Back Slash,Frequency of Foreward Slash,Frequency of Exclaimation,Frequency of Question Mark,Frequency of Open Parenthesis,Frequency of Equal,Frequency of Star Symbol,Frequency of And Symbol,Frequency of Open Curly Brace,Frequency of Square Bracket,Frequency of Semicolon,Frequency of Colon,Use of upper case,Upper case word mean,Quotations number,Quotation length mean,Quotation length stddev,Quotation part of the text,Emoticon :) / :-),Emoticon ;) / ;-),Emoticon :( / :-(,Sentence length mean,Sentence length stddev,Sentence length character mean,Sentence length hist bin 0,Sentence length hist bin 1,Sentence length hist bin 2,Sentence length hist bin 3,Sentence length hist bin 4,Sentence length hist bin 5,Sentence length hist bin 6,Sentence length hist bin 7,Automated readability index,Coleman�Liau index,Emotion circumplex,Emotion circumplex mean,Emotion circumplex stddev,Emotion circumplex hist bin 0,Emotion circumplex hist bin 1,Emotion circumplex hist bin 2,Emotion circumplex hist bin 3,Emotion circumplex hist bin 4,Emotion circumplex hist bin 5,Emotion circumplex hist bin 6,Emotion circumplex hist bin 7,Word repetition span 3,Word repetition span 7,Word repetition span 11,Word repetition span 17,Use of numbers,Number diversity,Mean of numbers,positive words frequency,positive words mean,positive words stddev,positive words min,positive words max,positive words dif,positive words hist bin 0,positive words hist bin 1,positive words hist bin 2,positive words hist bin 3,positive words hist bin 4,positive words hist bin 5,positive words hist bin 6,positive words hist bin 7,negative words frequency,negative words mean,negative words stddev,negative words min,negative words max,negative words dif,negative words hist bin 0,negative words hist bin 1,negative words hist bin 2,negative words hist bin 3,negative words hist bin 4,negative words hist bin 5,negative words hist bin 6,negative words hist bin 7,hapiness words frequency,hapiness words mean,hapiness words stddev,hapiness words min,hapiness words max,hapiness words dif,hapiness words hist bin 0,hapiness words hist bin 1,hapiness words hist bin 2,hapiness words hist bin 3,hapiness words hist bin 4,hapiness words hist bin 5,hapiness words hist bin 6,hapiness words hist bin 7,happy words frequency,adjectives frequency,adverbs frequency,prepositions frequency,pronouns frequency,verbs frequency,verbs that are nouns frequency,sport frequency,math frequency,science frequency,science fields frequency,US states frequency,shapes frequency,school frequency,lanuages frequency,elections frequency,food frequency,money frequency,driving frequency,military frequency,law frequency,countries frequency,emotions frequency,dance frequency,boats frequency,energy frequency,familiy frequency,musical instruments frequency,music frequency,land forms frequency,art frequency,astronomy frequency,colors frequency,animals frequency,dogs frequency,cats frequency,fish frequency,birds frequency,reptiles frequency,insects frequency,cars frequency,car parts frequency,beach frequency,fall frequency,spring frequency,summer frequency,winter frequency,weather frequency,vacation frequency,medical frequency,body frequency,farm frequency,trees frequency,transportation frequency,time frequency,clothing frequency,shoes frequency,hats frequency,buildings frequency,public buildings frequency,birthday frequency,monsters frequency,office frequency,tools frequency,camping frequency,fair frequency,castles and kings and queens frequency,circus frequency,computer frequency,cooking frequency,kitchen frequency,fruits frequency,geography frequency,furnitures frequency,occupation frequency,leaders frequency,house frequency,restaurants frequency,roads frequency,rocks and minerals frequency,weapons frequency,measurements frequency,containers frequency,acquaintances frequency,yard frequency,flowers frequency,acronyms frequency,self frequency,female frequency,male frequency,Soundex diversity,Soundex homogeneity mean,Soundex homogeneity StdDev,Soundex homogeneity maximum,Soundex homoganity hist bin 0,Soundex homoganity hist bin 1,Soundex homoganity hist bin 2,Soundex homoganity hist bin 3,Soundex homoganity hist bin 4
C:\Dev\fp\legitimate\enron_381254.txt,0,405,0.45679,182.666,1,259.019,1,793.9,0.997531,0,0,0,0.002469,3.91605,0.125926,0.128395,0.264198,0.145679,0.138272,0.064198,0.066667,0.02716,0.017284,0.007407,0.009877,0.004938,0,0,0,0,0.06129,0.035263,0.175,0.322581,0.258065,0.16129,0,0.225806,0,0,0.032258,0.237037,0.051852,0.054321,0.049383,0.004938,0,0,0,0,0.004938,0,0,0,0,0,0.009877,0.024691,0.037037,0.044389,2.66667,12,150.833,48.0996,0.378978,0,0,0,4.75904,3.87015,28.7711,0.433735,0.144578,0.084337,0.060241,0.096386,0.048193,0.108434,0.024096,-0.605889,1.00662,207.5,0,0,0,0,0,0,0,0,0,0,0.032099,0.106173,0.162963,0.288889,0.037037,0.059459,345.2,0.012346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032099,0.05679,0.059259,0.118519,0.091358,0.066667,0.05679,0.002469,0.002469,0,0,0,0,0,0,0,0.007407,0.019753,0.02716,0.002469,0,0.05679,0.004938,0,0,0,0.007407,0,0,0.032099,0,0,0,0.051852,0,0,0,0.012346,0.032099,0,0,0,0,0,0,0,0.004938,0,0,0.002469,0.002469,0,0,0,0.034568,0.007407,0,0,0,0.022222,0.004938,0.002469,0.014815,0,0,0.002469,0.002469,0.002469,0,0.002469,0.004938,0,0,0.022222,0,0,0.002469,0.051852,0.002469,0,0,0,0.034568,0.002469,0.002469,0,0.022222,0.034568,0.017284,0,0.387654,0.056707,0.034493,0.175,0.682927,0.146341,0.121951,0,0.04878
C:\Dev\fp\legitimate\enron_381858.txt,0,79,0.607595,43.3641,0,57.2065,0,222.261,0.962025,0.025316,0,0,0.012658,3.62025,0.075949,0.202532,0.240506,0.227848,0.126582,0.075949,0,0.037975,0.012658,0,0,0,0,0,0,0,0.196429,0.06916,0.285714,0,0,0,0,0,0,0,0,0.177215,0.063291,0.063291,0,0.012658,0,0,0.012658,0,0.012658,0,0,0,0,0,0,0,0.012658,0.054688,2.75,0,0,0,0,0,0,0,6.5,4.85627,32,0.25,0.083333,0.25,0.166667,0,0,0.083333,0.166667,-1.12861,0.933242,-1,0,0,0,0,0,0,0,0,0,0,0.012658,0.088608,0.139241,0.316456,0.139241,0.208333,91954.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012658,0.050633,0.025316,0.075949,0.075949,0.151899,0.189873,0.012658,0.025316,0.025316,0,0,0,0.012658,0,0,0,0.037975,0.012658,0,0,0.075949,0,0,0.012658,0,0,0.012658,0.012658,0.012658,0.012658,0.025316,0,0,0,0,0,0,0,0,0,0,0.012658,0,0,0,0.012658,0,0,0.012658,0,0,0,0,0.025316,0,0,0,0.012658,0,0.012658,0,0.126582,0.012658,0.012658,0,0.012658,0,0,0.012658,0.012658,0,0,0,0,0.012658,0,0.012658,0,0,0,0.037975,0,0,0,0,0.037975,0.037975,0,0.012658,0.518987,0.190476,0.067344,0.285714,0,0,0,0,0
C:\Dev\fp\legitimate\enron_386252.txt,0,519,0.433526,342.257,0,371.016,0,1037.79,0.878613,0,0,0,0.121387,4.58767,0.071291,0.190751,0.200385,0.117534,0.088632,0.104046,0.075145,0.036609,0.055877,0.023121,0.023121,0.001927,0.003854,0.003854,0,0.003854,0.045541,0.019851,0.117647,0.177419,0.467742,0,0.274194,0.032258,0,0.032258,0.016129,0.545279,0.080925,0.069364,0.22158,0.001927,0,0,0.102119,0,0,0.011561,0,0,0,0,0,0,0.057803,0.10594,3.01852,0,0,0,0,0,0,0,7.59091,7.61971,49.4848,0.545455,0.227273,0.075758,0.060606,0.060606,0.015152,0,0.015152,3.97337,7.27609,-1,0,0,0,0,0,0,0,0,0,0,0.023121,0.052023,0.117534,0.177264,0.163776,0.155556,2290620,0.00578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015414,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015414,0.034682,0.021195,0.102119,0.023121,0.038536,0.038536,0.009634,0.017341,0.015414,0,0.015414,0,0,0,0.015414,0.001927,0.001927,0.011561,0.034682,0.007707,0.032755,0,0,0.015414,0.009634,0,0,0.007707,0,0.001927,0.015414,0,0.003854,0,0,0,0.00578,0,0.015414,0.007707,0.009634,0,0,0.009634,0,0,0.021195,0.001927,0,0,0.009634,0,0.001927,0.034682,0.021195,0.003854,0,0.015414,0.019268,0,0,0.042389,0.00578,0.003854,0.011561,0.001927,0.00578,0.021195,0.001927,0,0,0.009634,0.00578,0.011561,0.00578,0.001927,0.023121,0.007707,0,0,0.023121,0,0.00578,0.00578,0,0.025048,0.00578,0,0,0.331407,0.049652,0.027441,0.156863,0.629032,0.209677,0.112903,0.016129,0.032258
C:\Dev\fp\legitimate\enron_388773.txt,0,93,0.817204,69.3344,0.051282,76.4995,0,254.645,0.849462,0,0,0,0.150538,4.33333,0.064516,0.193548,0.182796,0.204301,0.129032,0.043011,0.053763,0.032258,0.021505,0.053763,0.010753,0.010753,0,0,0,0,0.166667,0.055556,0.222222,0,0,0,0,0,0,0,0,0.129032,0.075269,0.021505,0,0.010753,0,0,0,0,0,0.021505,0,0,0,0,0,0,0,0.017682,0,0,0,0,0,0,0,0,18.6,16.9304,101.8,0.4,0,0.2,0,0.2,0,0,0.2,8.28,8.0886,-1,0,0,0,0,0,0,0,0,0,0,0,0.010753,0.043011,0.053763,0.010753,0.013158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258,0.11828,0.021505,0.139785,0.11828,0.064516,0.043011,0.021505,0,0,0,0,0,0.010753,0,0,0,0.032258,0.021505,0.010753,0,0.021505,0,0,0.010753,0,0,0.010753,0.010753,0.010753,0.021505,0.010753,0,0,0,0.010753,0,0.010753,0,0,0,0.010753,0.010753,0,0.010753,0,0.010753,0,0.010753,0.010753,0,0.010753,0,0.010753,0.021505,0,0,0,0.021505,0,0,0,0.064516,0.010753,0,0,0,0.021505,0,0.010753,0.010753,0,0,0,0,0.010753,0,0.064516,0.010753,0,0.010753,0.010753,0,0,0,0,0.010753,0.064516,0,0,0.731183,0.166667,0.055556,0.222222,0,0,0,0,0
C:\Dev\fp\legitimate\enron_391298.txt,0,64,0.890625,36.0643,0,47.232,0,146.564,0.96875,0.015625,0,0,0.015625,4.75,0.015625,0.109375,0.15625,0.328125,0.0625,0.078125,0.109375,0.078125,0.0625,0,0,0,0,0,0,0,0.166667,0,0.166667,0,0,0,0,0,0,0,0,0.1875,0.125,0.03125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.0425,0,2,31,0,0.0775,0,0,0,5.81818,4.52906,36.3636,0.272727,0.272727,0.090909,0.090909,0,0,0.090909,0.181818,3.85159,7.0425,-1,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0.015625,0.015625,0.017544,5,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.109375,0.046875,0.125,0.15625,0.109375,0.09375,0,0.015625,0,0,0,0,0,0.015625,0.03125,0,0.015625,0.03125,0.015625,0.015625,0.03125,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0.03125,0,0.015625,0,0,0,0.03125,0,0,0,0,0.015625,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0.015625,0.03125,0.015625,0,0,0,0,0,0.015625,0,0.078125,0.0625,0,0,0.796875,0.277778,0.078567,0.333333,0,0,0,0,0
C:\Dev\fp\legitimate\enron_398989.txt,0,129,0.713178,122.608,130.736,65.2474,0,249.833,0.937984,0,0,0,0.062016,4.54264,0.077519,0.124031,0.232558,0.116279,0.131783,0.100775,0.062016,0.100775,0.031008,0,0.007752,0.015504,0,0,0,0,0.142857,0.037646,0.166667,0,0,0,0,0,0,0,0,0.186047,0.046512,0.069767,0,0.007752,0.015504,0,0,0,0.007752,0.031008,0,0,0.007752,0,0,0,0,0.042895,2.33333,0,0,0,0,0,0,0,8.6,3.86091,49.7333,0.066667,0.2,0.2,0.066667,0.2,0.066667,0.066667,0.133333,4.26581,7.46884,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.093023,0.170543,0.069767,0.065217,101.667,0.015504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046512,0.062016,0.015504,0.131783,0.054264,0.124031,0.116279,0.054264,0.015504,0,0,0,0.007752,0.007752,0,0,0.007752,0.007752,0.007752,0.015504,0.015504,0.046512,0.007752,0,0.015504,0.015504,0.007752,0.007752,0.015504,0.007752,0.015504,0.007752,0,0,0,0.007752,0,0,0,0,0,0.015504,0.007752,0,0,0,0.007752,0,0,0.015504,0,0,0,0.03876,0.023256,0,0,0,0.015504,0,0.015504,0,0.062016,0.007752,0,0,0,0,0,0.023256,0.015504,0,0,0,0.007752,0,0,0.007752,0,0,0,0.015504,0.007752,0,0,0,0.015504,0.007752,0,0,0.666667,0.135417,0.040344,0.166667,0.375,0,0,0,0.625
C:\Dev\fp\legitimate\enron_402441.txt,0,86,0.732558,67.4654,0.00012,56.5887,0,207.31,0.895349,0,0,0,0.104651,4.93023,0.034884,0.05814,0.22093,0.360465,0.069767,0.034884,0.046512,0.046512,0.046512,0,0,0.069767,0,0.011628,0,0,0.145833,0.046585,0.25,0,0,0,0,0,0,0,0,0.418605,0.127907,0,0,0.011628,0,0,0.127907,0.046512,0,0.034884,0,0,0,0,0,0,0.069767,0.042763,4,0,0,0,0,0.011628,0,0,4.82353,4.16195,35.7647,0.294118,0.235294,0.058824,0.058824,0.117647,0,0.176471,0.058824,4.20316,7.05318,-1,0,0,0,0,0,0,0,0,0,0,0.011628,0.034884,0.023256,0.081395,0.034884,0.047619,64.3333,0.05814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093023,0.046512,0.069767,0.069767,0.023256,0.011628,0.046512,0,0,0,0,0,0,0,0,0,0,0,0.011628,0.034884,0.011628,0.023256,0,0.023256,0,0.023256,0.011628,0.011628,0.034884,0.011628,0.046512,0.023256,0.046512,0.011628,0.023256,0.023256,0.023256,0.023256,0.023256,0,0,0.023256,0,0,0,0.011628,0,0,0.011628,0,0.011628,0,0.023256,0.023256,0,0,0,0.023256,0.011628,0.081395,0,0.023256,0.011628,0.034884,0.011628,0,0.011628,0.069767,0.023256,0.023256,0,0.023256,0.034884,0,0,0.023256,0.034884,0.011628,0,0,0.011628,0.011628,0.011628,0,0.023256,0,0,0,0,0.651163,0.166667,0.058926,0.25,0,0,0,0,0
C:\Dev\fp\legitimate\enron_405793.txt,0,1619,0.480544,451.616,1,933.514,1,3230.09,0.998147,0.001235,0,0,0.000618,7.29401,0.012971,0.072884,0.211242,0.208771,0.043854,0.03706,0.030266,0.02656,0.027795,0.025324,0.032736,0.043237,0.040766,0.031501,0.033354,0.12168,0.028784,0.030637,0.161491,0.804878,0.121951,0,0.02439,0,0,0,0.04878,1.09203,0.487338,0.189623,0.046325,0.357628,0,0,0.003706,0,0,0.002471,0,0,0.000618,0,0,0,0.004324,0.010562,4.5,598,22.8662,3.55996,0.435007,0,0,0,1.62248,1.09448,16.667,0.926829,0.056204,0.006363,0.003181,0.003181,0,0.002121,0.002121,13.736,8.84511,-1,0,0,0,0,0,0,0,0,0,0,0.041384,0.311303,0.502779,0.797406,0.021001,0.030848,7464.79,0.000618,0.000201,0.001096,0,0.006173,0.006173,0.967391,0,0,0,0,0,0,0.032609,0.000618,0.000738,0.002003,0,0.006173,0.006173,0.880435,0,0,0,0,0,0,0.119565,0.002471,0.001409,0.00465,0,0.018519,0.018519,0.902174,0,0.032609,0,0,0,0,0.065217,0.002471,0.007412,0.001853,0.0105,0.012971,0.016677,0.016677,0.011118,0.000618,0.009883,0,0.000618,0,0.001235,0,0.012971,0,0.001235,0.012353,0.005559,0.011736,0.001235,0,0,0.001235,0.012353,0.000618,0.005559,0,0,0.000618,0.001235,0.001235,0.001853,0,0.000618,0.001235,0.001235,0,0.001235,0.001235,0.000618,0,0,0.000618,0.000618,0,0.001235,0.009883,0.000618,0.001853,0,0.000618,0.000618,0.002471,0.003088,0,0,0.011736,0.001853,0.000618,0,0.0105,0.001235,0.009883,0.009883,0,0.017912,0.0105,0,0.000618,0,0,0.001235,0.002471,0,0,0.004324,0.009883,0,0,0,0.000618,0.001235,0,0.000618,0.006177,0.0105,0,0.000618,0.324274,0.021206,0.031399,0.310559,0.979798,0.010101,0,0,0.010101
C:\Dev\fp\legitimate\enron_412771.txt,0,84,0.785714,54.9401,0,72.5336,0,235.253,0.97619,0.011905,0,0,0.011905,4.36905,0.071429,0.154762,0.22619,0.154762,0.119048,0.047619,0.119048,0.035714,0.047619,0.011905,0,0.011905,0,0,0,0,0.175,0.061237,0.25,0,0,0,0,0,0,0,0,0.130952,0.083333,0.035714,0,0.011905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063425,2.66667,0,0,0,0,0,0,0,7.45455,4.18577,43,0.272727,0,0,0.181818,0.090909,0.090909,0.090909,0.272727,2.87549,5.91927,48.6,0,0,0,0,0,0,0,0,0,0,0.011905,0.02381,0.071429,0.083333,0.047619,0.045455,0,0.011905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714,0.119048,0.059524,0.142857,0.119048,0.035714,0.059524,0.011905,0.02381,0,0,0,0,0,0,0,0,0,0.011905,0.011905,0.035714,0.047619,0.011905,0.011905,0.02381,0.011905,0.011905,0.011905,0.011905,0.02381,0.011905,0.02381,0,0,0,0,0,0,0,0,0,0,0.011905,0,0,0,0.011905,0.011905,0,0.02381,0.047619,0,0,0,0.035714,0,0,0,0.02381,0.011905,0,0,0.02381,0.011905,0,0,0.011905,0.011905,0.011905,0.02381,0.011905,0.011905,0,0,0,0,0,0.059524,0.011905,0,0,0.011905,0,0,0,0,0.047619,0.047619,0.011905,0,0.702381,0.1875,0.0625,0.25,0,0,0,0,0
C:\Dev\fp\legitimate\enron_413035.txt,0,15058,0.185881,2298.92,0,6805.85,0,30110.9,0.999867,0.000066,0,0,0.000066,4.78344,0.058574,0.163634,0.167552,0.139594,0.110041,0.098884,0.104264,0.05605,0.045756,0.02849,0.015474,0.006375,0.003653,0.001262,0.000133,0.000266,0.008043,0.004813,0.035216,0.532895,0.25,0.131579,0.059211,0.019737,0,0,0.006579,0.19219,0.068601,0.060433,0.018927,0.01627,0.000066,0,0.00591,0,0.001395,0.009165,0,0.000664,0.00352,0,0,0.002192,0.005047,0.041222,4.25292,232,258.284,307.258,0.327686,0,0,0.000066,7.91274,4.20008,48.9465,0.132762,0.15257,0.112955,0.111349,0.132762,0.200749,0.131156,0.025696,5.05636,8.58581,92.1978,81.3698,88.7104,0.10989,0.076923,0.10989,0.043956,0.076923,0.032967,0,0.10989,0.011489,0.049077,0.092509,0.157657,0.083676,0.086102,0,0.014942,0.015272,0.007489,0.003984,0.031873,0.027888,0.153846,0.21978,0.10989,0.164835,0.131868,0.10989,0.043956,0.065934,0.002391,0.002364,0.001706,0,0.007304,0.007304,0.230769,0.120879,0.362637,0.065934,0.065934,0.10989,0.010989,0.032967,0.031478,0.031041,0.003401,0.025232,0.040505,0.015272,0.076923,0.208791,0.296703,0.186813,0.10989,0.032967,0.043956,0.043956,0.027892,0.06641,0.032076,0.140191,0.05864,0.039115,0.036791,0.031412,0.042635,0.013747,0.000133,0.011356,0.001262,0.003586,0.000266,0.00611,0.002457,0.039979,0.01647,0.018063,0.01906,0.05346,0.002789,0.002125,0.014809,0.028423,0.008235,0.015341,0.026896,0.017798,0.016204,0.02942,0.003719,0.011422,0.001793,0.000266,0.001594,0.002988,0.000531,0.000598,0.005313,0.012817,0.015606,0.000731,0.003121,0.004649,0.01647,0.007305,0.006907,0.02145,0.003188,0.000996,0.000531,0.010758,0.034002,0.004782,0.002656,0.000465,0.035396,0.013747,0.007504,0.000398,0.069664,0.017599,0.008434,0.006243,0.003852,0.009231,0.011821,0.025103,0.01627,0.000332,0.01129,0.001594,0.00684,0.009829,0.003387,0.04901,0.010493,0.002723,0.000199,0.026896,0.002059,0.002856,0.001328,0.009961,0.019923,0.007571,0.000531,0.004516,0.084872,0.008189,0.005919,0.050498,0.8,0.178378,0.005405,0.010811,0.005405
C:\Dev\fp\legitimate\enron_419085.txt,0,180,0.755556,71.9951,0,112.694,0,348.521,0.988889,0.005556,0,0,0.005556,4.31667,0.044444,0.188889,0.222222,0.2,0.1,0.033333,0.105556,0.066667,0.005556,0.011111,0.011111,0,0,0,0.005556,0.005556,0.111111,0.026189,0.166667,0.111111,0,0,0,0.777778,0,0,0.111111,0.505556,0.1,0.038889,0.077778,0.022222,0,0,0,0,0.094444,0.088889,0,0,0.005556,0,0.011111,0.027778,0.038889,0.068837,3.2,2,30,0,0.027907,0,0,0,4.85714,3.74275,30.7143,0.314286,0.228571,0.228571,0.085714,0.085714,0,0,0.057143,1.33007,3.48788,48.6,0,0,0,0,0,0,0,0,0,0,0.016667,0.033333,0.055556,0.094444,0.144444,0.147059,0,0.011111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016667,0.044444,0.027778,0.111111,0.072222,0.061111,0.038889,0.005556,0.016667,0.005556,0,0,0,0,0,0.022222,0,0.005556,0.016667,0,0.022222,0.016667,0.005556,0,0.005556,0.005556,0,0.011111,0.005556,0.005556,0.005556,0.016667,0,0.005556,0.005556,0,0.005556,0.005556,0,0,0,0,0.005556,0,0,0.005556,0.011111,0.005556,0,0.005556,0.016667,0,0,0,0.038889,0,0,0,0.005556,0,0.033333,0,0.022222,0.005556,0.005556,0.016667,0.005556,0.005556,0.005556,0.011111,0.011111,0,0.011111,0,0.005556,0.005556,0.005556,0.044444,0.011111,0,0.005556,0.011111,0.011111,0,0.005556,0,0.044444,0.038889,0,0,0.577778,0.118056,0.038665,0.166667,0.1875,0,0.5,0,0.3125
C:\Dev\fp\legitimate\enron_421616.txt,0,632,0.556962,256.077,0,415.498,0,1259.52,0.96519,0,0,0,0.03481,4.72785,0.041139,0.162975,0.204114,0.167722,0.112342,0.075949,0.068038,0.042722,0.064873,0.026899,0.018987,0.007911,0.004747,0,0.001582,0,0.034547,0.016545,0.079365,0.254902,0,0.490196,0,0.117647,0,0.098039,0.039216,0.175633,0.053797,0.075949,0.012658,0.022152,0,0,0,0,0,0.003165,0,0.001582,0.004747,0,0,0,0.001582,0.031696,2.71429,14,55.7143,23.4512,0.103011,0,0,0,8.64384,4.34275,51.863,0.205479,0.082192,0.09589,0.123288,0.150685,0.246575,0.068493,0.027397,5.16008,8.57534,-1,0,0,0,0,0,0,0,0,0,0,0.009494,0.026899,0.052215,0.091772,0.037975,0.051136,247.208,0.011076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025316,0.058544,0.058544,0.148734,0.075949,0.044304,0.053797,0.025316,0.031646,0.014241,0,0.025316,0.003165,0.003165,0,0.006329,0.017405,0.030063,0.02057,0.007911,0.022152,0.045886,0.003165,0,0.015823,0.037975,0.003165,0.017405,0.012658,0.014241,0.014241,0.022152,0.003165,0.023734,0.006329,0,0.006329,0.007911,0.003165,0.001582,0.007911,0.018987,0.017405,0,0.007911,0.006329,0.014241,0.009494,0.006329,0.015823,0.006329,0.009494,0.001582,0.015823,0.03481,0.004747,0.003165,0,0.041139,0.012658,0.011076,0,0.041139,0.015823,0.007911,0.011076,0,0.011076,0.003165,0.017405,0.02057,0.001582,0.006329,0.003165,0.003165,0.001582,0.003165,0.058544,0.015823,0,0,0.02057,0.001582,0.006329,0.001582,0.009494,0.012658,0.009494,0.001582,0.018987,0.438291,0.034046,0.015589,0.095238,0.246377,0.492754,0.15942,0.086957,0.014493
C:\Dev\fp\legitimate\enron_424150.txt,0,13484,0.195565,1882.25,0,5830.4,0,26938,0.999926,0,0,0,0.000074,4.83432,0.049318,0.154034,0.176357,0.151216,0.123628,0.093667,0.081356,0.05488,0.050133,0.036636,0.016686,0.006971,0.003337,0.000964,0.000371,0.000445,0.008207,0.005646,0.04822,0.597222,0.263889,0.111111,0.013889,0.006944,0,0,0.006944,0.211732,0.055547,0.058217,0.028404,0.018318,0,0,0.0066,0.000074,0.03367,0.002818,0.000445,0,0.002892,0,0.000445,0.000222,0.004079,0.034785,3.57669,206,646.126,1033.24,0.804086,0,0,0,8.33437,4.28887,51.5355,0.12391,0.129514,0.112702,0.101494,0.132628,0.200498,0.15878,0.040473,5.50684,9.07426,10.5519,95.2571,113.132,0.087912,0.021978,0,0.087912,0,0,0,0.186813,0.013423,0.048205,0.087066,0.152255,0.047315,0.059537,0,0.013423,0.013913,0.003536,0.007413,0.023721,0.016308,0.076923,0.142857,0.318681,0.186813,0.120879,0.054945,0.054945,0.043956,0.002225,0.002273,0.001109,0.000741,0.004448,0.003706,0.164835,0.252747,0,0.208791,0.164835,0,0.142857,0.065934,0.030406,0.030482,0.007025,0.015567,0.048184,0.032617,0.054945,0.098901,0.230769,0.175824,0.241758,0.10989,0.032967,0.054945,0.025438,0.069267,0.036784,0.143726,0.064966,0.059033,0.052581,0.02299,0.033002,0.014091,0.000297,0.012163,0.001038,0.004301,0.000371,0.008158,0.003041,0.019505,0.02084,0.018096,0.033744,0.064743,0.00267,0.004079,0.01283,0.038268,0.00571,0.012756,0.01728,0.014832,0.014091,0.021878,0.001557,0.015129,0.003856,0.000297,0.001557,0.002151,0.00089,0.001483,0.004301,0.018615,0.013794,0.000964,0.003486,0.00571,0.013868,0.010753,0.010086,0.015277,0.003708,0.007565,0.000667,0.014091,0.026105,0.005488,0.002077,0.000371,0.042866,0.010679,0.004672,0,0.044126,0.014536,0.011421,0.010086,0.002892,0.011198,0.008677,0.016761,0.013127,0.000222,0.008751,0.003189,0.007713,0.006823,0.005265,0.049911,0.013942,0.000297,0.000667,0.014684,0.00356,0.002966,0.006749,0.008232,0.019208,0.006304,0.000371,0.003931,0.091071,0.007795,0.005511,0.048961,0.822335,0.15736,0.010152,0.005076,0.005076
